composition	day	replicate	concentration (ppb)	8 (cells/ml)	10 (cells/ml)	17 (cells/ml)	18 (cells/ml)	E18 (cells/ml)	23 ( cells/ml)	31 (cells/ml)	32 (cells/ml)	NO3- (mg/l)	PO43- (mg/l)	Si (mg/l)	Atrazine (ppb)
8/E18/23/32	28	3	25	441	0	0	0	83	7537	0	1	NA	NA	NA	NA
8/E18/23/32	28	1	250	331	0	0	0	28	5364	0	1	NA	NA	NA	149
8/E18/23/32	28	2	250	303	0	0	0	28	8499	0	1	NA	NA	NA	NA
8/E18/23/32	28	3	250	386	0	0	0	166	5501	0	1	NA	NA	NA	NA
8/17/E18/23	28	1	0	441	0	1953	0	303	12872	0	0	27	1.495	0.29	NA
8/17/E18/23	28	2	0	221	0	2558	0	248	9792	0	0	NA	NA	NA	NA
8/17/E18/23	28	3	0	248	0	4181	0	276	12157	0	0	NA	NA	NA	NA
8/17/E18/23	28	1	25	413	0	2393	0	28	8417	0	0	29.19	1.7098	0.15	13
8/17/E18/23	28	2	25	221	0	1101	0	138	10562	0	0	NA	NA	NA	NA
8/17/E18/23	28	3	25	166	0	551	0	56	11827	0	0	NA	NA	NA	NA
8/17/E18/23	28	1	250	111	0	21701	0	1	1568	0	0	26.76	1.8453	0.71	153
8/17/E18/23	28	2	250	276	0	26184	0	221	1981	0	0	NA	NA	NA	NA
8/17/E18/23	28	3	250	166	0	19776	0	1	2366	0	0	NA	NA	NA	NA
17/E18/31/32	28	1	0	0	0	31603	0	4044	0	1	963	16.15	0.2413	0.22	NA
17/E18/31/32	28	2	0	0	0	30035	0	2503	0	1	413	NA	NA	NA	NA
17/E18/31/32	28	3	0	0	0	19666	0	5034	0	1	633	NA	NA	NA	NA
17/E18/31/32	28	1	25	0	0	25827	0	3053	0	166	1101	21.09	1.168	0.15	26
17/E18/31/32	28	2	25	0	0	38369	0	2503	0	1	908	NA	NA	NA	NA
17/E18/31/32	28	3	25	0	0	34161	0	1266	0	1	523	NA	NA	NA	NA
17/E18/31/32	28	1	250	0	0	15513	0	28	0	1156	523	16.84	0.4164	0.13	137
17/E18/31/32	28	2	250	0	0	18566	0	83	0	2641	551	NA	NA	NA	NA
17/E18/31/32	28	3	250	0	0	22526	0	111	0	2668	716	NA	NA	NA	NA
8/10/17/23	28	1	0	56	1	1816	0	0	10782	0	0	27.69	1.6134	0.17	NA
8/10/17/23	28	2	0	28	1	1871	0	0	12212	0	0	NA	NA	NA	NA
8/10/17/23	28	3	0	83	28	2201	0	0	13560	0	0	NA	NA	NA	NA
8/10/17/23	28	1	25	28	1	1513	0	0	8252	0	0	49.07	1.5448	0.15	15
8/10/17/23	28	2	25	28	1	853	0	0	10315	0	0	NA	NA	NA	NA
8/10/17/23	28	3	25	28	1	2696	0	0	9489	0	0	NA	NA	NA	NA
8/10/17/23	28	1	250	221	1	7674	0	0	12515	0	0	26.11	1.6015	0.13	135
8/10/17/23	28	2	250	248	1	8884	0	0	12542	0	0	NA	NA	NA	NA
8/10/17/23	28	3	250	193	1	11745	0	0	13588	0	0	NA	NA	NA	NA
10/17/18/E18	28	1	0	0	602	53376	5415	17019	0	0	0	5.95	0.0989	0.22	NA
10/17/18/E18	28	2	0	0	344	54751	6962	2235	0	0	0	NA	NA	NA	NA
10/17/18/E18	28	3	0	0	86	40827	8853	15558	0	0	0	NA	NA	NA	NA
10/17/18/E18	28	1	25	0	258	56212	1634	1891	0	0	0	76.72	0.1254	0.1	13
10/17/18/E18	28	2	25	0	344	60596	2407	1548	0	0	0	NA	NA	NA	NA
10/17/18/E18	28	3	25	0	516	50110	4986	1720	0	0	0	NA	NA	NA	NA
10/17/18/E18	28	1	250	0	1	46152	7	578	0	0	0	18.14	1.0779	0.13	NA
10/17/18/E18	28	2	250	0	1	44117	14	441	0	0	0	NA	NA	NA	NA
10/17/18/E18	28	3	250	0	1	43182	14	633	0	0	0	NA	NA	NA	NA
10/18/E18/23	28	1	0	0	56	0	166	2366	44887	0	0	13.81	0.1632	0.09	NA
10/18/E18/23	28	2	0	0	56	0	1	7977	46923	0	0	NA	NA	NA	NA
10/18/E18/23	28	3	0	0	1	0	1	1156	71786	0	0	NA	NA	NA	NA
10/18/E18/23	28	1	25	0	1	0	1	1101	58969	0	0	17.04	0.8927	0.2	17
10/18/E18/23	28	2	25	0	1	0	56	386	60565	0	0	NA	NA	NA	NA
10/18/E18/23	28	3	25	0	1	0	1	1266	61500	0	0	NA	NA	NA	NA
10/18/E18/23	28	1	250	0	1	0	1	111	25194	0	0	16.11	0.4971	0.14	142
10/18/E18/23	28	2	250	0	1	0	1	56	25799	0	0	NA	NA	NA	NA
10/18/E18/23	28	3	250	0	1	0	1	166	24809	0	0	NA	NA	NA	NA
17/18/E18/32	28	1	0	0	0	35371	138	5474	0	0	1238	13.93	0.1783	0.15	NA
17/18/E18/32	28	2	0	0	0	33693	83	5914	0	0	2448	NA	NA	NA	NA
17/18/E18/32	28	3	0	0	0	35481	28	7427	0	0	2916	NA	NA	NA	NA
17/18/E18/32	28	1	25	0	0	39771	166	3108	0	0	2503	13.32	0.1833	0.17	NA
17/18/E18/32	28	2	25	0	0	30255	138	1761	0	0	1981	NA	NA	NA	NA
17/18/E18/32	28	3	25	0	0	30695	138	2668	0	0	2063	NA	NA	NA	NA
17/18/E18/32	28	1	250	0	0	16310	1	331	0	0	56	21.9	1.042	0.22	156
17/18/E18/32	28	2	250	0	0	27175	1	331	0	0	193	NA	NA	NA	NA
17/18/E18/32	28	3	250	0	0	22196	1	221	0	0	111	NA	NA	NA	NA
8/10/18/32	28	1	0	289	111	0	28	0	0	0	2036	27.53	3.4845	9.15	NA
8/10/18/32	28	2	0	262	14	0	14	0	0	0	1995	NA	NA	NA	NA
8/10/18/32	28	3	0	413	1	0	1	0	0	0	2311	NA	NA	NA	NA
8/10/18/32	28	1	25	564	1	0	1	0	0	0	372	18.1	0.1474	0.32	13
8/10/18/32	28	2	25	1046	111	0	83	0	0	0	2311	NA	NA	NA	NA
8/10/18/32	28	3	25	798	14	0	83	0	0	0	1252	NA	NA	NA	NA
8/10/18/32	28	1	250	537	1	0	1	0	0	0	124	32.63	1.7413	3.09	142
8/10/18/32	28	2	250	633	1	0	1	0	0	0	1	NA	NA	NA	NA
8/10/18/32	28	3	250	674	1	0	1	0	0	0	1	NA	NA	NA	NA
8/10/17/18/E18/31	28	1	0	193	111	11525	1	8087	0	1	0	37.73	1.0893	0	NA
8/10/17/18/E18/31	28	2	0	1	331	17053	56	2146	0	28	0	NA	NA	NA	NA
8/10/17/18/E18/31	28	3	0	28	551	26790	83	83	0	28	0	NA	NA	NA	NA
8/10/17/18/E18/31	28	1	25	56	56	10177	28	853	0	1	0	40.08	2.704	0.04	14
8/10/17/18/E18/31	28	2	25	1	221	12817	1	138	0	1	0	NA	NA	NA	NA
8/10/17/18/E18/31	28	3	25	56	276	11690	28	28	0	1	0	NA	NA	NA	NA
8/10/17/18/E18/31	28	1	250	1	1	17356	1	138	0	1	0	34.01	1.4761	0.01	165
8/10/17/18/E18/31	28	2	250	56	1	13945	1	28	0	1	0	NA	NA	NA	NA
8/10/17/18/E18/31	28	3	250	138	1	16063	1	28	0	1	0	NA	NA	NA	NA
8/10/18/E18/23/31	28	1	0	551	111	0	111	28	21949	56	0	36.56	0.7888	0.03	NA
8/10/18/E18/23/31	28	2	0	331	83	0	1	193	15953	28	0	NA	NA	NA	NA
8/10/18/E18/23/31	28	3	0	578	83	0	1	551	21976	1	0	NA	NA	NA	NA
8/10/18/E18/23/31	28	1	25	578	56	0	56	1	21151	1	0	34.01	0.6987	0.05	14
8/10/18/E18/23/31	28	2	25	441	28	0	1	83	19363	1	0	NA	NA	NA	NA
8/10/18/E18/23/31	28	3	25	358	28	0	28	83	21371	28	0	NA	NA	NA	NA
8/10/18/E18/23/31	28	1	250	138	28	0	1	193	10480	1	0	41.46	1.8201	0.9	155
8/10/18/E18/23/31	28	2	250	83	1	0	1	28	12927	138	0	NA	NA	NA	NA
8/10/18/E18/23/31	28	3	250	193	28	0	1	83	13257	56	0	NA	NA	NA	NA
8/17/18/E18/23/31	28	1	0	166	0	2063	28	523	8032	1	0	36.96	1.0893	0	NA
8/17/18/E18/23/31	28	2	0	138	0	2091	1	688	8334	1	0	NA	NA	NA	NA
8/17/18/E18/23/31	28	3	0	83	0	1871	28	1046	11965	1	0	NA	NA	NA	NA
8/17/18/E18/23/31	28	1	25	193	0	2173	1	166	11222	1	0	38.26	1.5322	0	13
8/17/18/E18/23/31	28	2	25	138	0	1403	28	28	7344	1	0	NA	NA	NA	NA
8/17/18/E18/23/31	28	3	25	111	0	413	1	221	10865	1	0	NA	NA	NA	NA
8/17/18/E18/23/31	28	1	250	111	0	10920	7	28	22719	1	0	32.43	1.2928	0.08	144
8/17/18/E18/23/31	28	2	250	1	0	8967	1	83	20134	1	0	NA	NA	NA	NA
8/17/18/E18/23/31	28	3	250	56	0	8582	7	83	20161	1	0	NA	NA	NA	NA
8/10/17/E18/23/31	28	1	0	1	28	578	0	1266	5281	1	0	37.73	1.2398	0	NA
8/10/17/E18/23/31	28	2	0	83	1	1376	0	2751	6519	28	0	NA	NA	NA	NA
8/10/17/E18/23/31	28	3	0	56	28	633	0	798	8637	1	0	NA	NA	NA	NA
8/10/17/E18/23/31	28	1	25	193	1	771	0	28	8994	1	0	40.08	1.781	0.04	11
8/10/17/E18/23/31	28	2	25	56	56	1156	0	166	5666	1	0	NA	NA	NA	NA
8/10/17/E18/23/31	28	3	25	111	1	2916	0	633	13505	1	0	NA	NA	NA	NA
8/10/17/E18/23/31	28	1	250	111	28	8087	0	28	13037	1	0	34.01	1.4591	0.01	145
8/10/17/E18/23/31	28	2	250	56	28	6409	0	413	20161	1	0	NA	NA	NA	NA
8/10/17/E18/23/31	28	3	250	111	56	5666	0	56	15788	1	0	NA	NA	NA	NA
8/10/17/E18/23/32	28	1	0	28	28	2091	0	4291	7234	0	441	30.04	0.836	0.04	NA
8/10/17/E18/23/32	28	2	0	56	28	1348	0	5226	5006	0	28	NA	NA	NA	NA
8/10/17/E18/23/32	28	3	0	1	111	1678	0	3273	9737	0	28	NA	NA	NA	NA
8/10/17/E18/23/32	28	1	25	83	1	1623	0	963	12267	0	1	36.96	1.6456	0.04	13
8/10/17/E18/23/32	28	2	25	56	83	1431	0	386	14110	0	1	NA	NA	NA	NA
8/10/17/E18/23/32	28	3	25	28	1	1266	0	743	14028	0	1	NA	NA	NA	NA
8/10/17/E18/23/32	28	1	250	248	1	9434	0	28	13395	0	1	23.72	1.4666	0.01	131
8/10/17/E18/23/32	28	2	250	28	1	9297	0	111	21371	0	28	NA	NA	NA	NA
8/10/17/E18/23/32	28	3	250	138	1	7894	0	166	23379	0	28	NA	NA	NA	NA
10/17/E18/23/31/32	28	1	0	0	1	14358	0	2586	35591	1	56	25.99	0.3251	0.04	NA
10/17/E18/23/31/32	28	2	0	0	1	11772	0	2696	37516	1	276	NA	NA	NA	NA
10/17/E18/23/31/32	28	3	0	0	1	13643	0	1816	35646	1	606	NA	NA	NA	NA
10/17/E18/23/31/32	28	1	25	0	1	13643	0	1706	30145	1	496	24.13	0.3893	0.07	18
10/17/E18/23/31/32	28	2	25	0	1	11002	0	1596	34546	1	331	NA	NA	NA	NA
10/17/E18/23/31/32	28	3	25	0	1	9682	0	1706	32180	1	221	NA	NA	NA	NA
10/17/E18/23/31/32	28	1	250	0	1	9352	0	1	24589	276	1	31.17	1.0496	0.02	151
10/17/E18/23/31/32	28	2	250	0	1	10782	0	111	24644	661	1	NA	NA	NA	NA
10/17/E18/23/31/32	28	3	250	0	1	12982	0	1	26239	276	1	NA	NA	NA	NA
8/17/18/E18/23/32	28	1	0	56	0	1293	1	2998	9572	0	771	31.21	0.7566	0.02	NA
8/17/18/E18/23/32	28	2	0	221	0	963	1	2806	9874	0	716	NA	NA	NA	NA
8/17/18/E18/23/32	28	3	0	56	0	661	1	2421	4236	0	468	NA	NA	NA	NA
8/17/18/E18/23/32	28	1	25	111	0	936	1	56	6656	0	523	36.88	1.2921	0.15	15
8/17/18/E18/23/32	28	2	25	221	0	2008	1	83	15238	0	578	NA	NA	NA	NA
8/17/18/E18/23/32	28	3	25	138	0	11030	28	28	11442	0	441	NA	NA	NA	NA
8/17/18/E18/23/32	28	1	250	166	0	12185	1	1	12267	0	56	35.91	1.4774	0.05	146
8/17/18/E18/23/32	28	2	250	193	0	11580	1	1	16310	0	28	NA	NA	NA	NA
8/17/18/E18/23/32	28	3	250	193	0	14688	1	1	17301	0	111	NA	NA	NA	NA
10/17/18/E18/23/31	28	1	0	0	56	14413	1	8472	34601	1	0	10.85	0.1859	0	NA
10/17/18/E18/23/31	28	2	0	0	111	13533	111	5776	37461	1	0	NA	NA	NA	NA
10/17/18/E18/23/31	28	3	0	0	276	15183	56	4126	38066	1	0	NA	NA	NA	NA
10/17/18/E18/23/31	28	1	25	0	1	16118	111	1926	30310	1	0	27.21	0.6054	0.02	13
10/17/18/E18/23/31	28	2	25	0	1	10012	1	551	28385	1	0	NA	NA	NA	NA
10/17/18/E18/23/31	28	3	25	0	1	15348	111	276	30915	1	0	NA	NA	NA	NA
10/17/18/E18/23/31	28	1	250	0	1	10782	1	1	23214	1	0	30.81	1.1863	0	150
10/17/18/E18/23/31	28	2	250	0	1	14248	1	56	15623	1	0	NA	NA	NA	NA
10/17/18/E18/23/31	28	3	250	0	1	14523	1	166	24534	1	0	NA	NA	NA	NA
10/18/E18/23/31/32	28	1	0	0	258	0	86	7650	75207	1	516	17.77	0.1701	0	NA
10/18/E18/23/31/32	28	2	0	0	86	0	1	3181	78989	1	86	NA	NA	NA	NA
10/18/E18/23/31/32	28	3	0	0	172	0	1	4126	74777	1	86	NA	NA	NA	NA
10/18/E18/23/31/32	28	1	25	0	1	0	1	688	101422	1	1	28.3	0.6262	0	15
10/18/E18/23/31/32	28	2	25	0	1	0	1	86	79075	1	1	NA	NA	NA	NA
10/18/E18/23/31/32	28	3	25	0	1	0	172	86	82513	1	1	NA	NA	NA	NA
10/18/E18/23/31/32	28	1	250	0	1	0	1	42	12845	1	1	28.5	1.2197	0.12	146
10/18/E18/23/31/32	28	2	250	0	1	0	7	138	18910	1	1	NA	NA	NA	NA
10/18/E18/23/31/32	28	3	250	0	1	0	1	69	13656	1	1	NA	NA	NA	NA
17/18/E18/23/31/32	28	1	0	0	0	8362	28	4814	29952	1	963	14.7	0.1745	0.02	NA
17/18/E18/23/31/32	28	2	0	0	0	16475	28	3026	29870	28	578	NA	NA	NA	NA
17/18/E18/23/31/32	28	3	0	0	0	12047	28	4236	20684	28	386	NA	NA	NA	NA
17/18/E18/23/31/32	28	1	25	0	0	3108	1	28	14880	1	1	31.34	1.1031	0.03	12
17/18/E18/23/31/32	28	2	25	0	0	12680	83	551	12680	28	28	NA	NA	NA	NA
17/18/E18/23/31/32	28	3	25	0	0	20134	193	276	22939	1	28	NA	NA	NA	NA
17/18/E18/23/31/32	28	1	250	0	0	16063	1	1	23434	1	1	32.02	1.122	1.26	167
17/18/E18/23/31/32	28	2	250	0	0	18813	1	56	22224	56	1	NA	NA	NA	NA
17/18/E18/23/31/32	28	3	250	0	0	17191	1	28	22554	28	1	NA	NA	NA	NA
8/10/17/18/E18/23/31/32	28	1	0	1	56	2503	1	1293	9957	56	56	36.15	1.2159	0.1	NA
8/10/17/18/E18/23/31/32	28	2	0	1	1	2393	1	2366	10590	1	28	NA	NA	NA	NA
8/10/17/18/E18/23/31/32	28	3	0	28	28	1596	1	2091	10067	1	83	NA	NA	NA	NA
8/10/17/18/E18/23/31/32	28	1	25	1	56	1678	1	221	11002	1	1	38.5	1.3721	0.07	14
8/10/17/18/E18/23/31/32	28	2	25	1	1	2366	28	386	9324	1	1	NA	NA	NA	NA
8/10/17/18/E18/23/31/32	28	3	25	56	28	3081	1	221	12102	1	1	NA	NA	NA	NA
8/10/17/18/E18/23/31/32	28	1	250	138	1	5529	1	28	14083	1	1	31.58	1.2877	0.1	139
8/10/17/18/E18/23/31/32	28	2	250	56	28	3191	1	83	17768	1	1	NA	NA	NA	NA
8/10/17/18/E18/23/31/32	28	3	250	28	28	4319	1	28	18538	1	1	NA	NA	NA	NA
23	5	1	0	0	0	0	0	0	4264	0	0	NA	NA	NA	NA
23	5	2	0	0	0	0	0	0	3439	0	0	NA	NA	NA	NA
23	5	3	0	0	0	0	0	0	3604	0	0	NA	NA	NA	NA
23	5	1	25	0	0	0	0	0	2531	0	0	NA	NA	NA	NA
23	5	2	25	0	0	0	0	0	3026	0	0	NA	NA	NA	NA
23	5	3	25	0	0	0	0	0	2036	0	0	NA	NA	NA	NA
23	5	1	250	0	0	0	0	0	2146	0	0	NA	NA	NA	NA
23	5	2	250	0	0	0	0	0	2256	0	0	NA	NA	NA	NA
23	5	3	250	0	0	0	0	0	2311	0	0	NA	NA	NA	NA
32	5	1	0	0	0	0	0	0	0	0	1651	NA	NA	NA	NA
32	5	2	0	0	0	0	0	0	0	0	1788	NA	NA	NA	NA
32	5	3	0	0	0	0	0	0	0	0	1898	NA	NA	NA	NA
32	5	1	25	0	0	0	0	0	0	0	2008	NA	NA	NA	NA
32	5	2	25	0	0	0	0	0	0	0	1706	NA	NA	NA	NA
32	5	3	25	0	0	0	0	0	0	0	1541	NA	NA	NA	NA
32	5	1	250	0	0	0	0	0	0	0	551	NA	NA	NA	NA
32	5	2	250	0	0	0	0	0	0	0	853	NA	NA	NA	NA
32	5	3	250	0	0	0	0	0	0	0	633	NA	NA	NA	NA
31	5	1	0	0	0	0	0	0	0	826	0	NA	NA	NA	NA
31	5	2	0	0	0	0	0	0	0	881	0	NA	NA	NA	NA
31	5	3	0	0	0	0	0	0	0	2077	0	NA	NA	NA	NA
31	5	1	25	0	0	0	0	0	0	1279	0	NA	NA	NA	NA
31	5	2	25	0	0	0	0	0	0	1321	0	NA	NA	NA	NA
31	5	3	25	0	0	0	0	0	0	1499	0	NA	NA	NA	NA
31	5	1	250	0	0	0	0	0	0	1183	0	NA	NA	NA	NA
31	5	2	250	0	0	0	0	0	0	1486	0	NA	NA	NA	NA
31	5	3	250	0	0	0	0	0	0	1321	0	NA	NA	NA	NA
17	5	1	0	0	0	5694	0	0	0	0	0	NA	NA	NA	NA
17	5	2	0	0	0	4786	0	0	0	0	0	NA	NA	NA	NA
17	5	3	0	0	0	5996	0	0	0	0	0	NA	NA	NA	NA
17	5	1	25	0	0	9379	0	0	0	0	0	NA	NA	NA	NA
17	5	2	25	0	0	9462	0	0	0	0	0	NA	NA	NA	NA
17	5	3	25	0	0	11415	0	0	0	0	0	NA	NA	NA	NA
17	5	1	250	0	0	4594	0	0	0	0	0	NA	NA	NA	NA
17	5	2	250	0	0	4319	0	0	0	0	0	NA	NA	NA	NA
17	5	3	250	0	0	4869	0	0	0	0	0	NA	NA	NA	NA
10	5	1	0	0	633	0	0	0	0	0	0	NA	NA	NA	NA
10	5	2	0	0	578	0	0	0	0	0	0	NA	NA	NA	NA
10	5	3	0	0	633	0	0	0	0	0	0	NA	NA	NA	NA
10	5	1	25	0	881	0	0	0	0	0	0	NA	NA	NA	NA
10	5	2	25	0	963	0	0	0	0	0	0	NA	NA	NA	NA
10	5	3	25	0	881	0	0	0	0	0	0	NA	NA	NA	NA
10	5	1	250	0	193	0	0	0	0	0	0	NA	NA	NA	NA
10	5	2	250	0	276	0	0	0	0	0	0	NA	NA	NA	NA
10	5	3	250	0	331	0	0	0	0	0	0	NA	NA	NA	NA
18	5	1	0	0	0	0	74	0	0	0	0	NA	NA	NA	NA
18	5	2	0	0	0	0	129	0	0	0	0	NA	NA	NA	NA
18	5	3	0	0	0	0	101	0	0	0	0	NA	NA	NA	NA
18	5	1	25	0	0	0	37	0	0	0	0	NA	NA	NA	NA
18	5	2	25	0	0	0	92	0	0	0	0	NA	NA	NA	NA
18	5	3	25	0	0	0	65	0	0	0	0	NA	NA	NA	NA
18	5	1	250	0	0	0	74	0	0	0	0	NA	NA	NA	NA
18	5	2	250	0	0	0	74	0	0	0	0	NA	NA	NA	NA
18	5	3	250	0	0	0	28	0	0	0	0	NA	NA	NA	NA
E18	5	1	0	0	0	0	0	1101	0	0	0	NA	NA	NA	NA
E18	5	2	0	0	0	0	0	1266	0	0	0	NA	NA	NA	NA
E18	5	3	0	0	0	0	0	1348	0	0	0	NA	NA	NA	NA
E18	5	1	25	0	0	0	0	1238	0	0	0	NA	NA	NA	NA
E18	5	2	25	0	0	0	0	1706	0	0	0	NA	NA	NA	NA
E18	5	3	25	0	0	0	0	2558	0	0	0	NA	NA	NA	NA
E18	5	1	250	0	0	0	0	331	0	0	0	NA	NA	NA	NA
E18	5	2	250	0	0	0	0	523	0	0	0	NA	NA	NA	NA
E18	5	3	250	0	0	0	0	881	0	0	0	NA	NA	NA	NA
8	5	1	0	248	0	0	0	0	0	0	0	NA	NA	NA	NA
8	5	2	0	138	0	0	0	0	0	0	0	NA	NA	NA	NA
8	5	3	0	289	0	0	0	0	0	0	0	NA	NA	NA	NA
8	5	1	25	111	0	0	0	0	0	0	0	NA	NA	NA	NA
8	5	2	25	207	0	0	0	0	0	0	0	NA	NA	NA	NA
8	5	3	25	193	0	0	0	0	0	0	0	NA	NA	NA	NA
8	5	1	250	56	0	0	0	0	0	0	0	NA	NA	NA	NA
8	5	2	250	28	0	0	0	0	0	0	0	NA	NA	NA	NA
8	5	3	250	69	0	0	0	0	0	0	0	NA	NA	NA	NA
23	7	1	0	0	0	0	0	0	4071	0	0	43.97	1.9958	NA	NA
23	7	2	0	0	0	0	0	0	6546	0	0	NA	NA	NA	NA
23	7	3	0	0	0	0	0	0	5666	0	0	NA	NA	NA	NA
23	7	1	25	0	0	0	0	0	6326	0	0	NA	NA	NA	NA
23	7	2	25	0	0	0	0	0	4016	0	0	NA	NA	NA	NA
23	7	3	25	0	0	0	0	0	5061	0	0	NA	NA	NA	NA
23	7	1	250	0	0	0	0	0	7922	0	0	NA	NA	NA	NA
23	7	2	250	0	0	0	0	0	4126	0	0	NA	NA	NA	NA
23	7	3	250	0	0	0	0	0	6877	0	0	NA	NA	NA	NA
32	7	1	0	0	0	0	0	0	0	0	31447	35.06	0.2476	NA	NA
32	7	2	0	0	0	0	0	0	0	0	6326	NA	NA	NA	NA
32	7	3	0	0	0	0	0	0	0	0	29522	NA	NA	NA	NA
32	7	1	25	0	0	0	0	0	0	0	8279	NA	NA	NA	NA
32	7	2	25	0	0	0	0	0	0	0	5391	NA	NA	NA	NA
32	7	3	25	0	0	0	0	0	0	0	4539	NA	NA	NA	NA
32	7	1	250	0	0	0	0	0	0	0	936	NA	NA	NA	NA
32	7	2	250	0	0	0	0	0	0	0	1513	NA	NA	NA	NA
32	7	3	250	0	0	0	0	0	0	0	2393	NA	NA	NA	NA
31	7	1	0	0	0	0	0	0	0	5749	0	51.66	2.6485	NA	NA
31	7	2	0	0	0	0	0	0	0	5199	0	NA	NA	NA	NA
31	7	3	0	0	0	0	0	0	0	6051	0	NA	NA	NA	NA
31	7	1	25	0	0	0	0	0	0	5364	0	NA	NA	NA	NA
31	7	2	25	0	0	0	0	0	0	5584	0	NA	NA	NA	NA
31	7	3	25	0	0	0	0	0	0	5144	0	NA	NA	NA	NA
31	7	1	250	0	0	0	0	0	0	1898	0	NA	NA	NA	NA
31	7	2	250	0	0	0	0	0	0	1073	0	NA	NA	NA	NA
31	7	3	250	0	0	0	0	0	0	853	0	NA	NA	NA	NA
17	7	1	0	0	0	12157	0	0	0	0	0	45.43	1.8686	NA	NA
17	7	2	0	0	0	14303	0	0	0	0	0	NA	NA	NA	NA
17	7	3	0	0	0	17218	0	0	0	0	0	NA	NA	NA	NA
17	7	1	25	0	0	16173	0	0	0	0	0	NA	NA	NA	NA
17	7	2	25	0	0	15898	0	0	0	0	0	NA	NA	NA	NA
17	7	3	25	0	0	19748	0	0	0	0	0	NA	NA	NA	NA
17	7	1	250	0	0	5061	0	0	0	0	0	NA	NA	NA	NA
17	7	2	250	0	0	5144	0	0	0	0	0	NA	NA	NA	NA
17	7	3	250	0	0	5171	0	0	0	0	0	NA	NA	NA	NA
10	7	1	0	0	2943	0	0	0	0	0	0	48.66	2.0834	NA	NA
10	7	2	0	0	3356	0	0	0	0	0	0	NA	NA	NA	NA
10	7	3	0	0	4126	0	0	0	0	0	0	NA	NA	NA	NA
10	7	1	25	0	2916	0	0	0	0	0	0	NA	NA	NA	NA
10	7	2	25	0	2311	0	0	0	0	0	0	NA	NA	NA	NA
10	7	3	25	0	4264	0	0	0	0	0	0	NA	NA	NA	NA
10	7	1	250	0	248	0	0	0	0	0	0	NA	NA	NA	NA
10	7	2	250	0	193	0	0	0	0	0	0	NA	NA	NA	NA
10	7	3	250	0	221	0	0	0	0	0	0	NA	NA	NA	NA
18	7	1	0	0	0	0	124	0	0	0	0	57.04	1.9618	NA	NA
18	7	2	0	0	0	0	138	0	0	0	0	NA	NA	NA	NA
18	7	3	0	0	0	0	83	0	0	0	0	NA	NA	NA	NA
18	7	1	25	0	0	0	42	0	0	0	0	NA	NA	NA	NA
18	7	2	25	0	0	0	138	0	0	0	0	NA	NA	NA	NA
18	7	3	25	0	0	0	193	0	0	0	0	NA	NA	NA	NA
18	7	1	250	0	0	0	83	0	0	0	0	NA	NA	NA	NA
18	7	2	250	0	0	0	42	0	0	0	0	NA	NA	NA	NA
18	7	3	250	0	0	0	42	0	0	0	0	NA	NA	NA	NA
E18	7	1	0	0	0	0	0	4071	0	0	0	36.56	1.2354	NA	NA
E18	7	2	0	0	0	0	0	4346	0	0	0	NA	NA	NA	NA
E18	7	3	0	0	0	0	0	4181	0	0	0	NA	NA	NA	NA
E18	7	1	25	0	0	0	0	3356	0	0	0	NA	NA	NA	NA
E18	7	2	25	0	0	0	0	4786	0	0	0	NA	NA	NA	NA
E18	7	3	25	0	0	0	0	3273	0	0	0	NA	NA	NA	NA
E18	7	1	250	0	0	0	0	1871	0	0	0	NA	NA	NA	NA
E18	7	2	250	0	0	0	0	1733	0	0	0	NA	NA	NA	NA
E18	7	3	250	0	0	0	0	1128	0	0	0	NA	NA	NA	NA
8	7	1	0	303	0	0	0	0	0	0	0	48.79	1.6569	NA	NA
8	7	2	0	248	0	0	0	0	0	0	0	NA	NA	NA	NA
8	7	3	0	399	0	0	0	0	0	0	0	NA	NA	NA	NA
8	7	1	25	427	0	0	0	0	0	0	0	NA	NA	NA	NA
8	7	2	25	496	0	0	0	0	0	0	0	NA	NA	NA	NA
8	7	3	25	234	0	0	0	0	0	0	0	NA	NA	NA	NA
8	7	1	250	69	0	0	0	0	0	0	0	NA	NA	NA	NA
8	7	2	250	166	0	0	0	0	0	0	0	NA	NA	NA	NA
8	7	3	250	69	0	0	0	0	0	0	0	NA	NA	NA	NA
8/17	7	1	0	56	0	5639	0	0	0	0	0	42.83	1.7432	NA	NA
8/17	7	2	0	111	0	6601	0	0	0	0	0	NA	NA	NA	NA
8/17	7	3	0	111	0	7179	0	0	0	0	0	NA	NA	NA	NA
8/17	7	1	25	111	0	6684	0	0	0	0	0	NA	NA	NA	NA
8/17	7	2	25	138	0	6959	0	0	0	0	0	NA	NA	NA	NA
8/17	7	3	25	138	0	9132	0	0	0	0	0	NA	NA	NA	NA
8/17	7	1	250	69	0	1348	0	0	0	0	0	NA	NA	NA	NA
8/17	7	2	250	42	0	1279	0	0	0	0	0	NA	NA	NA	NA
8/17	7	3	250	42	0	1073	0	0	0	0	0	NA	NA	NA	NA
10/18	7	1	0	0	4319	0	358	0	0	0	0	41.54	1.2461	NA	NA
10/18	7	2	0	0	4126	0	386	0	0	0	0	NA	NA	NA	NA
10/18	7	3	0	0	4099	0	138	0	0	0	0	NA	NA	NA	NA
10/18	7	1	25	0	3686	0	358	0	0	0	0	NA	NA	NA	NA
